date,title,feed_type,link,description,image,publisher,stocks,_id
2021-05-01,"COVID-19 vaccination for people in 18-44 age group begins at some private hospitals | COVID-19 vaccination for 18+ begins at some select private hospitals | Apollo, Fortis, Max hospitals to vaccinate 18-44 age group from May 1 | Some private hospital chains start jab drive for adults today",news-article | news-article | news-article | news-article,https://www.thehindu.com/news/national/covid-19-vaccination-for-people-in-18-44-age-group-begins-at-some-private-hospitals/article34458007.ece | https://www.livemint.com/news/india/covid19-vaccination-for-18-begins-at-some-select-private-hospitals-11619850335240.html | https://www.business-standard.com/article/current-affairs/apollo-fortis-max-hospitals-to-vaccinate-18-44-age-group-from-may-1-121043001505_1.html | https://www.livemint.com/news/india/some-private-hospital-chains-start-jab-drive-for-adults-today-11619807439884.html,"Some private hospital chains commenced the COVID-19 immunisation drive for the 18-44 age group at limited centres in the country on May 1, officials said.Apollo Hospitals sources said the drive commen | Apollo Hospitals sources said the drive commenced at its centres in Hyderabad and Kolkata, but not in Delhi | While Apollo Hospitals said jabs will be given at ‘limited facilities’, Max Healthcare announced the drive will begin from ‘select hospitals in the network in the NCR of Delhi’ | Three of India’s largest hospital chains—Apollo Hospitals Enterprise, Max Healthcare Institute and Fortis Healthcare—on Friday announced that a few hospitals in their network will start vaccinating all adults from Saturday, including those in the age group 18-44 years who were not part of the vaccin…",https://www.thehindu.com/news/national/wftohw/article34458032.ece/ALTERNATES/LANDSCAPE_615/COVID-19-vaccination-in-Delhi,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindu.png', 'id': 'www.thehindu.com', 'name': 'The Hindu'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/livemint.png', 'id': 'www.livemint.com', 'name': 'Livemint'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/livemint.png', 'id': 'www.livemint.com', 'name': 'Livemint'}","[{'sid': 'APLH'}] | [{'sid': 'APLH'}] | [{'sid': 'APLH'}, {'sid': 'MAXE'}] | [{'sid': 'APLH'}, {'sid': 'FOHE'}, {'sid': 'MAXE'}]","['608d4e774979749a0ba81167', '608d00424979749a0ba80f7e', '608c550b4979749a0ba80dc5', '608c50794979749a0ba80da0']"
2021-05-05,Set up oxygen storage points within 30 minutes from hospitals: Apollo MD,news-article,https://www.business-standard.com/article/current-affairs/set-up-oxygen-storage-points-within-30-minutes-from-hospitals-apollo-md-121050501190_1.html,Apollo Hospitals Group Joint MD Sangita Reddy called for setting up emergency oxygen storage points within 30 minutes distance of all hospitals,https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2020-01/14/full/1579022316-1124.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}",[{'sid': 'APLH'}],['6092b8324979749a0ba833f4']
2021-05-06,"Buy Apollo Hospitals, target price Rs 3450: IIFL",news-article,https://economictimes.indiatimes.com/markets/stocks/recos/buy-apollo-hospitals-target-price-rs-3450-iifl/articleshow/82423949.cms,"Apollo Hospitals Enterprise Ltd., incorporated in the year 1979, is a Large Cap company (having a market cap of Rs 47921.99 Crore) operating in Hospitals & Allied Services sector.","https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-82423974,width-1070,height-580,imgsize-71459,overlay-etmarkets/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}",[{'sid': 'APLH'}],['60936f604979749a0ba8378b']
2021-05-07,"Amid supply crunch, private hospitals eyeing import of Covid-19 vaccines",news-article,https://www.business-standard.com/article/current-affairs/amid-supply-crunch-private-hospitals-eyeing-import-of-covid-19-vaccines-121050701462_1.html,"Two major hospital groups, Apollo Hospitals and Fortis Healthcare, said they are open to exploring opportunities to import",https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2021-05/01/full/1619873874-7689.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}","[{'sid': 'APLH'}, {'sid': 'FOHE'}]",['60957a804979749a0ba848df']
2021-05-12,"Tragedy, Trauma And Little Joys: A Nurse Gives Glimpses Of Her Life In A Covid Ward",news-article,https://www.news18.com/news/india/tragedy-trauma-and-little-joys-a-nurse-gives-glimpses-of-her-life-in-a-covid-ward-3730907.html,"When G Keziah Rani walked into the newly inaugurated infectious disease ward at Hyderabad’s Apollo Hospitals on the first day of her job on March 17 last year, she knew what she had signed up for: excruciatingly long working hours, irregular weekly offs, suffocating PPE kits, and an endless stream o…",https://pocket-image-cache.com/direct?url=http://images.news18.com/ibnlive/uploads/2021/05/1620812071_pjimage-2021-05-12t150249.451.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/news18.png', 'id': 'www.news18.com', 'name': 'News18'}",[{'sid': 'APLH'}],['609ba6444979749a0ba86e45']
2021-05-15,Govt should take decisive actions to ramp up COVID vaccines production: Apollo Hospitals Group Joint MD Sangita Reddy,news-article,https://economictimes.indiatimes.com/news/india/govt-should-take-decisive-actions-to-ramp-up-covid-vaccines-production-apollo-hospitals-group-joint-md-sangita-reddy/articleshow/82664331.cms,"​​“I urge @PMOIndia 2 take Bold & decisive actions to ramp up #COVID #vaccines & streamline inoculation processes to include citizens who do not have access 2 #internet/ #cowin app Allowing #walkin regis at #vaccination centres will help #VaccinationDrive, ” Reddy said in a post on micro-blogging si…","https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-82664493,width-1070,height-580,imgsize-273113,overlay-economictimes/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}",[{'sid': 'APLH'}],['60a00ada4979749a0ba88b95']
2021-05-17,"Govt should move quickly to ramp up vaccine availability: Sangita Reddy | Apollo Hospitals, Dr Reddy’s Announce Covid-19 Vaccination Programme with Sputnik V | Apollo Hospitals begins pilot to administer SputnikV vaccines with Dr Reddy’s Labs | Apollo Hospitals, Dr Reddy’s announce COVID-19 vaccination programme with Sputnik V | COVID-19: Dr Reddy’s, Apollo Hospitals to start vaccination with Sputnik V | Sputnik V in India: Dr Reddy’s, Apollo Hospitals announce vaccination programme | Apollo Hospitals begins administering Sputnik V vaccine in Hyderabad | Apollo Hospitals begin administering Sputnik V vaccine in Hyderabad | Dr Reddy’s Says 8-9 States Have Approached For Sputnik V Vaccine Procurement; Announces Tie-up With Apollo Hospitals",news-article | news-article | news-article | news-article | news-article | news-article | news-article | news-article | news-article,https://www.business-standard.com/article/companies/govt-should-move-quickly-to-ramp-up-vaccine-availability-sangita-reddy-121051701154_1.html | https://www.news18.com/news/india/apollo-hospitals-dr-reddys-announce-covid-19-vaccination-programme-with-sputnik-v-3747023.html | https://www.thehindubusinessline.com/companies/apollo-hospitals-begins-pilot-to-administer-sputnikv-vaccines-with-dr-reddys-labs/article34577508.ece | https://economictimes.indiatimes.com/industry/healthcare/biotech/healthcare/apollo-hospitals-dr-reddys-announce-covid-19-vaccination-programme-with-sputnik-v/articleshow/82704520.cms | https://www.businesstoday.in/current/economy-politics/covid-19-dr-reddys-apollo-hospitals-to-start-vaccination-with-sputnik-v/story/439270.html | https://www.livemint.com/news/india/sputnik-v-in-india-dr-reddy-s-apollo-hospitals-announce-covid-vaccination-programme-11621242679225.html | https://www.thehindu.com/news/cities/Hyderabad/apollo-hospitals-begins-administering-sputnik-v-vaccine-in-hyderabad/article34577559.ece | https://www.thehindu.com/news/cities/Hyderabad/apollo-hospitals-begin-administering-sputnik-v-vaccine-in-hyderabad/article34577559.ece | https://www.moneycontrol.com/news/business/companies/dr-reddys-says-8-9-states-have-approached-for-sputnik-v-vaccine-procurement-announces-tie-up-with-apollo-hospitals-6901351.html,"The government should move quickly to ramp up the availability of the Covid-19 vaccine in the country by enhancing domestic production, says Apollo Hospitals Joint MD Sangita Reddy | Apollo Hospitals and Dr Reddy’s Laboratories on Monday said they are collaborating to initiate a COVID-19 vaccination programme in the country with Sputnik V. | Domestic manufacturers of SputnikV to seek regulator nod | “This pilot phase will allow Dr. Reddy’s and Apollo to test the arrangements and cold chain logistics and prepare for the launch. We are confident that with the Sputnik V vaccine, we will be able to make a significant contribution to ease availability and access to COVID vaccines to the community at… | Dr Reddy’s Laboratories CEO - Branded Markets (India & Emerging Markets) MV Ramana said the two entities are working to scale up the pilot and take the vaccine to other cities. | The first phase of the programme with Russia’s Covid-19 vaccine Sputnik V will kick off with vaccinations in Hyderabad today and in Visakhapatnam tomorrow at Apollo facilities | Marketing partner for Sputnik V in India, Dr. Reddy’s had on May 14 announced the rollout of the vaccine in the country | Marketing partner for Sputnik V in India, Dr. Reddy’s had on May 14 announced the rollout of the vaccine in the country | Dr Reddy’s will use the Apollo Hospitals network nationally for storing, administering and monitoring the vaccination. The initial rollout will begin in Hyderabad on May 17 and will be extended to Visakhapatnam and other metro cities starting May 18.",https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2020-01/14/full/1579022316-1124.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/news18.png', 'id': 'www.news18.com', 'name': 'News18'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/businesstoday.png', 'id': 'www.businesstoday.in', 'name': 'Business Today'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/livemint.png', 'id': 'www.livemint.com', 'name': 'Livemint'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/thehindu.png', 'id': 'www.thehindu.com', 'name': 'The Hindu'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/thehindu.png', 'id': 'www.thehindu.com', 'name': 'The Hindu'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'APLH'}] | [{'sid': 'APLH'}, {'sid': 'REDY'}] | [{'sid': 'APLH'}, {'sid': 'REDY'}] | [{'sid': 'APLH'}] | [{'sid': 'APLH'}, {'sid': 'REDY'}] | [{'sid': 'APLH'}] | [{'sid': 'APLH'}] | [{'sid': 'APLH'}] | [{'sid': 'APLH'}]","['60a277a44979749a0ba898b3', '60a259f14979749a0ba8976f', '60a228054979749a0ba8951a', '60a234534979749a0ba895a7', '60a24ae54979749a0ba896b6', '60a23b844979749a0ba89600', '60a2357f4979749a0ba895bf', '60a22e4f4979749a0ba89569', '60a229d24979749a0ba89535']"
2021-05-18,"Apollo Hospitals, DRL launch vax drive with Sputnik V | Apollo Hospitals, Dr Reddy’s announce vaccination drive with Sputnik V",news-article | news-article,https://www.financialexpress.com/lifestyle/health/apollo-hospitals-drl-launch-vax-drive-with-sputnik-v/2253805/ | https://www.business-standard.com/article/companies/apollo-hospitals-dr-reddy-s-announce-vaccination-drive-with-sputnik-v-121051700886_1.html,"The company said it had tied up with Apollo Hospitals for the vaccination drive across the country, starting with Hyderabad. | Apollo Hospitals and Dr Reddy’s Laboratories on Monday said they are collaborating to initiate a COVID-19 vaccination programme in the country with Sputnik V.",https://pocket-image-cache.com/direct?url=http://images.financialexpress.com/2021/05/sputnik-V.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/financialexpress.png', 'id': 'www.financialexpress.com', 'name': 'Financial Express'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}","[{'sid': 'APLH'}] | [{'sid': 'APLH'}, {'sid': 'REDY'}]","['60a321714979749a0ba89bac', '60a2d30a4979749a0ba89b33']"
2021-05-19,REC organizes Covid-19 vaccination camp | Dr Reddy’s in talks with RDIF on Sputnik V for other countries,news-article | news-article,https://www.freepressjournal.in/business/rec-organizes-covid-19-vaccination-camp | https://economictimes.indiatimes.com/industry/healthcare/biotech/pharmaceuticals/dr-reddys-in-talks-with-rdif-on-sputnik-v-for-other-countries/articleshow/82763555.cms,"REC Limited, a Navratna CPSE under the Ministry of Power had organized a vaccination camp on the occasion of International Nurses Dayin collaboration with Apollo Hospitals for employees of various Power Sector CPSEs and their family members in the age bracket of 18 to 45 years. As a special gestu… | Dr Reddy’s which had received over two lakh vaccines from RDIF, recently soft-launched Sputnik V and tied up with Apollo Hospitals for piloting the vaccine. ”.. we are also in discussions with them (RDIF) about quantities and rights, assets permit for other countries.",https://pocket-image-cache.com/direct?url=http://images.assettype.com/freepressjournal%2F2021-05%2Ff8cca07d-fd8d-448f-9521-f5fd4481f913%2FREC_Must.jpeg?w=1200&auto=format%2Ccompress&ogImage=true,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thefreepressjournal.png', 'id': 'www.freepressjournal.in', 'name': 'Free Press Journal'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}",[{'sid': 'APLH'}] | [{'sid': 'APLH'}],"['60a4ded84979749a0ba8a986', '60a4cb714979749a0ba8a8c1']"
2021-05-25,"Adani Total, Apollo Hospitals, Chola could move to MF large-cap universe",news-article,https://www.business-standard.com/article/markets/adani-total-apollo-hospitals-chola-could-move-to-mf-large-cap-universe-121052501227_1.html,The changes are likely during the half-yearly review undertaken by MF industry body Amfi during July first week,https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2021-03/17/full/1615924375-1.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}",[{'sid': 'APLH'}],['60ad465710a6d811c888b6eb']
2021-05-27,"One million COVID-19 vaccine doses administered by Apollo Hospitals | Sputnik V Covid vaccine will be available from June 2nd week: Apollo Hospitals | Sputnik V to be available from second week of June: Apollo Hospitals | Sputnik V to be available from 2nd week of June: Apollo Hospitals | Amfi’s reclassified list to see Adani Gas, NMDC, others join large caps",news-article | news-article | news-article | news-article | news-article,https://economictimes.indiatimes.com/industry/healthcare/biotech/healthcare/one-million-covid-19-vaccine-doses-administered-by-apollo-hospitals/articleshow/83012853.cms | https://www.livemint.com/news/india/sputnik-v-in-india-covid-vaccine-to-be-available-from-second-week-of-june-says-apollo-hospitals-11622128654497.html | https://economictimes.indiatimes.com/industry/healthcare/biotech/healthcare/sputnik-v-to-be-available-from-second-week-of-june-apollo-hospitals/videoshow/83007254.cms | https://www.thehindubusinessline.com/news/national/sputnik-v-to-be-available-from-2nd-week-of-june-apollo-hospitals/article34658378.ece | https://economictimes.indiatimes.com/mf/mf-news/amfis-reclassified-list-to-see-adani-gas-nmdc-others-join-large-caps/articleshow/82985523.cms,"The first million was clocked in just about 3 weeks and in June the group is set to administer a million every week and double it in July, the Apollo Hospitals group said. | In a statement to the media, Executive Vice-chairperson Shobana Kamineni of the Apollo Group of Hospitals spoke about administering 20 million Covid-19 vaccine doses by September this year | Sputnik V, the third Covid-19 vaccine approved in India will be available through the Apollo Hospitals from the second week of June, Shobana Kamineni, Executive Vice-chairperson, Apollo Hospitals said on Thursday. | Apollo Hospitals to further ramp up its immunisation programme | Adani Gas, Apollo Hospitals Enterprise, Honeywell Automation and BOB are likely to be reclassified as large-caps from mid-caps in the upcoming semi-annual review by Amfi.","https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-83012972,width-1070,height-580,imgsize-120624,overlay-economictimes/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/livemint.png', 'id': 'www.livemint.com', 'name': 'Livemint'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}","[{'sid': 'APLH'}] | [{'sid': 'APLH'}] | [{'sid': 'APLH'}] | [{'sid': 'APLH'}] | [{'sid': 'ADAG'}, {'sid': 'APLH'}, {'sid': 'HONE'}, {'sid': 'NMDC'}]","['60afd24410a6d811c888ceb3', '60afc94a10a6d811c888ce65', '60afa81210a6d811c888cd38', '60af8b7a10a6d811c888cc05', '61bc7245add8c3bfe7fe12ff']"
2021-05-28,"Apollo Hospitals to Administer Sputnik V Vaccine Jabs at Rs 1,195 Per Dose from Mid-June | Roche’s Covid antibody cocktail available at Indraprastha Apollo Hospitals | Apollo Hospitals to offer antibody cocktail to treat mild Covid-19 cases | Sputnik V Covid vaccine to be rolled out at ₹1,195 in Apollo hospitals | Sputnik V Covid vaccine to be rolled out at Rs 1,195 in Apollo hospitals | Adani Gas, Apollo Hospitals may become large-cap stocks soon; HPCL could turn mid-cap | Coronavirus Live Updates: Apollo Hospitals to roll out Sputnik V from second week of June - The Economic Times | Apollo Hospitals completes administering 1 million vaccines across 80 locations",news-article | news-article | news-article | news-article | news-article | news-article | news-article | news-article,https://www.news18.com/news/india/sputnik-v-to-be-available-from-mid-june-apollo-hospitals-aims-to-administer-20-mn-doses-by-sept-3784772.html | https://www.business-standard.com/article/news-ani/roche-s-covid-antibody-cocktail-available-at-indraprastha-apollo-hospitals-121052800779_1.html | https://www.livemint.com/news/india/apollo-hospitals-to-offer-antibody-cocktail-casirivimab-and-imdevimab-to-treat-mild-covid-19-cases-11622191164103.html | https://www.livemint.com/news/india/sputnik-v-covid-vaccine-to-be-rolled-out-at-rs-1-195-in-apollo-hospitals-11622191124542.html | https://www.business-standard.com/article/current-affairs/sputnik-v-covid-vaccine-to-be-rolled-out-at-rs-1-195-in-apollo-hospitals-121052800627_1.html | https://www.financialexpress.com/market/adani-gas-apollo-hospitals-may-become-large-cap-stocks-soon-hpcl-could-turn-mid-cap/2260623/ | https://economictimes.indiatimes.com/news/newsblogs/coronavirus-india-cases-daily-updates-may-28/liveblog/83024368.cms | https://www.financialexpress.com/lifestyle/health/apollo-hospitals-completes-administering-1-million-vaccines-across-80-locations/2260274/,"The Apollo Hospitals Group, one of the largest vaccinators in the private sector, will start administering jabs of Sputnik V, the Russian Covid-19 vaccine, at Rs 1,195 per dose across all its hospitals in the country. | The antibody cocktail is administered intravenously and will be administered in a specific area with well-trained healthcare staff taking into account all infection control protocols | This treatment uses the combination of Casirivimab and Imdevimab -- popularly being called an ‘antibody cocktail’ -- now available in India.Roche India and Cipla had earlier announced its launch in the country | On Thursday, Apollo Hospitals said they will start administering Sputnik V from the second week of June.The group has completed administering one million vaccine doses across 80 locations in India, and will prioritise frontline workers, high-risk population, and corporate employee, an official said | India is moving towards vaccine sufficiency as inoculations with the Russian vaccine Sputnik V began in the country earlier this month. | Adani Gas could soon be re-classified as a large-cap stock in the semi-annual review by the Association of Mutual Funds in India (AMFI). | Coronavirus Live Updates: Apollo Hospitals to roll out Sputnik V from second week of June - The Economic Times | As the largest vaccinator in the private sector, Apollo Hospitals will continue to support the Union and state governments in the fight against this pandemic, the company said in a statement.",https://pocket-image-cache.com/direct?url=http://images.news18.com/ibnlive/uploads/2021/03/1617170202_untitled-design-36.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/news18.png', 'id': 'www.news18.com', 'name': 'News18'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/livemint.png', 'id': 'www.livemint.com', 'name': 'Livemint'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/livemint.png', 'id': 'www.livemint.com', 'name': 'Livemint'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/financialexpress.png', 'id': 'www.financialexpress.com', 'name': 'Financial Express'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/financialexpress.png', 'id': 'www.financialexpress.com', 'name': 'Financial Express'}","[{'sid': 'APLH'}] | [{'sid': 'APLH'}] | [{'sid': 'APLH'}, {'sid': 'CIPL'}] | [{'sid': 'APLH'}] | [{'sid': 'APLH'}] | [{'sid': 'ADAG'}, {'sid': 'APLH'}, {'sid': 'HPCL'}] | [{'sid': 'APLH'}] | [{'sid': 'APLH'}]","['60b0662110a6d811c888d0ca', '60b0c3de10a6d811c888d512', '60b0b15110a6d811c888d420', '60b0b15110a6d811c888d421', '60b0aece10a6d811c888d40a', '60b092e610a6d811c888d2bb', '60b049ad10a6d811c888d003', '60aff85510a6d811c888cf91']"
2021-05-31,"Nestle scales up financial & medical aid to employees | Airtel teams up with Apollo; extends free inoculation programme to nearly 80,000 staff | Airtel extends free vaccination programme for nearly 80,000 staff of partner, distributor network | Bharti Airtel Extends Free Vaccination Programme For Nearly 80,000 Staff Of Partner, Distributor Network",news-article | news-article | news-article | news-article,https://economictimes.indiatimes.com/industry/cons-products/fmcg/nestle-scales-up-financial-medical-aid-to-employees/articleshow/83110410.cms | https://www.businesstoday.in/current/corporate/airtel-teams-up-with-apollo-extends-free-inoculation-programme-to-nearly-80000-staff/story/440424.html | https://economictimes.indiatimes.com/industry/telecom/telecom-news/airtel-extends-free-vaccination-programme-for-nearly-80000-staff-of-partner-distributor-network/articleshow/83109067.cms | https://www.moneycontrol.com/news/business/bharti-airtel-extends-free-vaccination-programme-for-nearly-80000-staff-of-partner-distributor-network-6964231.html,"Among other support programmes, Indias largest packaged foods company, which makes Nescafe, Maggi and KitKat, has collaborated with Apollo Hospitals for isolation rooms for employees, and with International SOS for medical Covid-19 support. | Airtel has partnered with Apollo Hospitals to vaccinate its employees and their dependent family members. The programme is already underway, with camps being set up in 35 cities across India | Airtel has partnered with Apollo Hospitals to vaccinate its employees and their dependent family members. The programme is already underway, with camps being set up in 35 cities across India. The telco is bearing the cost of the vaccination drive. | Airtel has partnered with Apollo Hospitals to vaccinate its employees and their dependent family members. The programme is already underway, with camps being set up in 35 cities across India. The telco is bearing the cost of the vaccination drive.","https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-83110420,width-1070,height-580,imgsize-226164,overlay-economictimes/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/businesstoday.png', 'id': 'www.businesstoday.in', 'name': 'Business Today'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'APLH'}, {'sid': 'NEST'}] | [{'sid': 'APLH'}, {'sid': 'BRTI'}] | [{'sid': 'APLH'}, {'sid': 'BRTI'}] | [{'sid': 'APLH'}, {'sid': 'BRTI'}]","['60b4a50ea7bb103d43d156d6', '60b49900a7bb103d43d15657', '60b499a5a7bb103d43d1566a', '60b49411a7bb103d43d15636']"
2021-06-01,Apollo launches initiative to aid home-quarantined coronavirus patients | Consignment of 3 million doses of Sputnik V vaccine from Russia land in Hyderabad | Apollo Hospitals Hyderabad gets JCI Accreditation,news-article | news-article | news-article,https://www.business-standard.com/article/current-affairs/apollo-launches-initiative-to-aid-home-quarantined-coronavirus-patients-121060101346_1.html | https://economictimes.indiatimes.com/industry/healthcare/biotech/pharmaceuticals/consignment-of-3-million-doses-of-sputnik-v-vaccine-from-russia-land-in-hyderabad/articleshow/83141035.cms | https://www.thehindubusinessline.com/companies/apollo-hospitals-hyderabad-gets-jci-accreditation/article34696229.ece,"Apollo Hospitals on Tuesday announced an initiative to provide home-quarantined Covid-19 patients medical care | Dr Reddy’s Laboratories is in a pact with Russian Direct Investment Fund to sell the first 125 million people doses (250 million vials) of Sputnik V in India. Dr Reddys which had earlier received over two lakh vaccines from RDIF, recently soft-launched Sputnik V and tied up with Apollo Hospitals for… | JCI accreditation involves methodical, rigorous process, including evaluation of performances in various areas",https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2019-06/23/full/1561308520-5896.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}","[{'sid': 'APLH'}] | [{'sid': 'APLH'}, {'sid': 'REDY'}] | [{'sid': 'APLH'}]","['60b6540fa7bb103d43d1643d', '60b5fe24a7bb103d43d160d6', '60b5e3bba7bb103d43d15f8e']"
2021-06-02,"COVID-19 Vaccination Becomes More Convenient As Pvt Hospitals, Labs, Pharmacy Chains Reach Out To Customers | Bharti Realty to vaccinate employees by June 15",news-article | news-article,https://www.moneycontrol.com/news/business/companies/covid-19-vaccination-becomes-more-convenient-as-pvt-hospitals-labs-pharmacy-chains-reach-out-to-customers-6978351.html | https://economictimes.indiatimes.com/industry/services/property-/-cstruction/bharti-realty-to-vaccinate-employees-by-june-15/articleshow/83170197.cms,"Apollo Hospitals has completed 1 million vaccinations across 80 locations in India so far. It plans to make it into a million every week in June and double that in July. Karnataka permits even diagnostic chains. Only problem is that there is no cap on the vaccine administration fee. | The Bharti Realty has partnered with Apollo Hospitals, Government Health Services and other medical service providers and will be administering Covidshield and Covaxin.",https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2021/05/covid-19-vaccine-coronavirus-vaccination-1-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'} | {'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}",[{'sid': 'APLH'}] | [{'sid': 'APLH'}],"['60b77d60a7bb103d43d16c20', '60b751bea7bb103d43d16a51']"
2021-06-03,"Adani Total Gas, NMDC, Apollo Hospitals May Move From Mid To Large-caps In AMFI Rejig",news-article,https://www.moneycontrol.com/news/business/markets/adani-total-gas-nmdc-apollo-hospitals-may-move-from-mid-to-large-caps-in-amfi-rejig-6982061.html,"Cyclicals and digital may dominate as around 20 stocks are expected to be upgraded in the July review—seven from mid to largecap and 13 from small to midcap, ICICI Securities has said.",https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2021/06/entrepreneur-3972324_1280-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'APLH'}, {'sid': 'ICCI'}, {'sid': 'NMDC'}]",['60b87a83a7bb103d43d1720b']
