title,feed_type,link,description,date,image,publisher,stocks,_id
Two Patients With Serious Issues Stemming From Obesity Undergo Surgery Using Robot-assisted Tool,news-article,https://www.news18.com/news/india/two-patients-with-serious-issues-stemming-from-obesity-undergo-surgery-using-robot-assisted-tool-4372523.html,"Two patients suffering from serious health issues arising due to obesity were operated using a new robot-assisted surgical stapler technique at a private hospital here, according to a statement issued on Wednesday. Indraprastha Apollo Hospitals has become the first hospital to perform a live work…",2021-10-28 01:39:09.000,https://pocket-image-cache.com/direct?url=http://images.news18.com/ibnlive/uploads/2021/07/1627283897_news18_logo-1600x900.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/news18.png', 'id': 'www.news18.com', 'name': 'News18'}",[{'sid': 'APLH'}],6179ad409a94b4252339bb10
Madhya Pradesh: Apollo Hospitals announces free Covid vax for children with comorbidities,news-article,https://www.freepressjournal.in/indore/madhya-pradesh-apollo-hospitals-announces-free-covid-vax-for-children-with-comorbidities,"The list is expected to include children with haematological, neurological, cardiac, liver, gastrointestinal, rheumatic, cancer, respiratory, genitourinary, and developmental disorders.",2021-10-27 03:07:11.000,https://pocket-image-cache.com/direct?url=http://images.assettype.com/freepressjournal/2021-01/dc6a42eb-fdeb-4759-b772-4617c63a6004/Chennai.jpg?rect=0%2C0%2C3900%2C2048&w=1200&auto=format%2Ccompress&ogImage=true,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thefreepressjournal.png', 'id': 'www.freepressjournal.in', 'name': 'Free Press Journal'}",[{'sid': 'APLH'}],617875eaf3554e2010a785f1
Jayalalithaa death | Supreme Court wonders whether panel ‘virtually becoming a judge of his own cause’,news-article,https://www.thehindu.com/news/national/jayalalithaa-death-sc-wonders-if-panel-virtually-becoming-a-judge-of-his-own-cause/article37175937.ece,Apex court hearing a plea by Apollo Hospitals accusing Commission of Inquiry of bias.,2021-10-26 18:11:54.000,https://www.thehindu.com/news/national/3o783r/article35725067.ece/ALTERNATES/LANDSCAPE_615/NKV-SupremeCourt,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindu.png', 'id': 'www.thehindu.com', 'name': 'The Hindu'}",[{'sid': 'APLH'}],6177f7e9f3554e2010a78223
Will offer free jabs to children with ‘specified co-morbidities’: Apollo,news-article,https://www.business-standard.com/article/pti-stories/vaccination-for-children-apollo-says-it-will-offer-free-jabs-for-certain-categories-121102501584_1.html,"Apollo Hospitals, in a statement, said, however, it is an “indicative list” and the “final list of co-morbidities eligible for free vaccination would be as per the list published by the government”",2021-10-25 23:56:00.000,https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2021-10/19/full/1634665982-3975.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}",[{'sid': 'APLH'}],6176fe88bdbfa5175c435cc5
Apollo Hospitals To Offer Free COVID-19 Vaccination To Children With Comorbidities,news-article,https://www.moneycontrol.com/news/trends/health-trends/apollo-hospitals-to-offer-free-covid-19-vaccination-to-children-with-comorbidities-7624941.html,"It is anticipated that approval will soon be granted for vaccinating children with specific comorbidities and immediately after getting the nod, the free vaccination initiative would be launched by the healthcare major, Apollo Hospitals said in a statement.",2021-10-25 19:50:38.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2021/08/coronavirus-vaccine-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}",[{'sid': 'APLH'}],6176c521bdbfa5175c435b0a
Apollo Hospitals to offer free Covid-19 vaccination to children with comorbidities,news-article,https://www.livemint.com/news/india/apollo-hospitals-to-offer-free-covid-19-vaccination-to-children-with-comorbidities-11635170830530.html,"Apollo Hospitals said the list for free Covid-19 vaccination is expected to include children with haematological, neurological, cardiac, liver, gastrointestinal, rheumatic, cancer, respiratory, genitourinary, and developmental disorders",2021-10-25 19:50:24.000,https://pocket-image-cache.com/direct?url=http://images.livemint.com/img/2021/10/25/600x338/apollo_1594043446600_1594043458522_1635171203669.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/livemint.png', 'id': 'www.livemint.com', 'name': 'Livemint'}",[{'sid': 'APLH'}],6176c21cbdbfa5175c435ae6
Apollo Hospitals to offer free COVID shots for kids with comorbidities,news-article,https://economictimes.indiatimes.com/industry/healthcare/biotech/healthcare/apollo-hospitals-to-offer-free-covid-shots-for-kids-with-comorbidities/articleshow/87260375.cms,"“It is anticipated that approval will soon be granted for vaccinating children with specified co-morbidities and immediately post-approval and details of the age-group permitted for vaccination, the free vaccination initiative would be launched by Apollo Hospitals,” Apollo Hospitals said in a releas…",2021-10-25 19:07:00.000,"https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-87260347,width-1070,height-580,imgsize-138416,overlay-economictimes/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}",[{'sid': 'APLH'}],6176ba42bdbfa5175c435aa2
50% rise in breast cancer among middle-aged women in India: Report,news-article,https://www.freepressjournal.in/health/50-rise-in-breast-cancer-among-middle-aged-women-in-india-report,"Since the last three years, there has been a 50 per cent rise in middle-aged women (aged 35-50 years) reporting cases of breast cancer in India, said doctors at a private hospital here on Friday. The estimates are based on OPD records by doctors, the Indraprastha Apollo Hospitals said in a statement…",2021-10-23 07:19:20.000,https://pocket-image-cache.com/direct?url=http://images.assettype.com/freepressjournal/2021-10/12bd4bec-c311-4235-a72c-5a9fd78e4d55/Screenshot_2021_10_23_at_7_12_40_AM.png?rect=0%2C0%2C3900%2C2048&w=1200&auto=format%2Ccompress&ogImage=true,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thefreepressjournal.png', 'id': 'www.freepressjournal.in', 'name': 'Free Press Journal'}",[{'sid': 'APLH'}],61737d68d91e33422e503438
HDFC Mutual Fund launches Nifty Next 50 index fund,news-article,https://www.livemint.com/mutual-fund/mf-news/hdfc-mutual-fund-launches-nifty-next-50-index-fund-11634815697847.html,"The top stocks in the Nifty Next 50 index as per weightege are Info Edge (India) Ltd. (4.03%), Avenue Supermarts Ltd. (3.80%), Apollo Hospitals Enterprise Ltd (3.66%), ICICI Lombard General Insurance Company Ltd. (3.29%) and Adani Enterprises Ltd. (3.27%)",2021-10-21 17:09:04.000,https://pocket-image-cache.com/direct?url=http://images.livemint.com/img/2021/10/21/600x338/Screenshot_2021-10-21_at_5.04.24_PM_1634816089790_1634816100362.png,"{'logo': 'https://assets.tickertape.in/images/news-publishers/livemint.png', 'id': 'www.livemint.com', 'name': 'Livemint'}","[{'sid': 'ADEL'}, {'sid': 'APLH'}, {'sid': 'AVEU'}, {'sid': 'HDFC'}, {'sid': 'ICIL'}, {'sid': 'INED'}, {'sid': '.NN50'}]",61715887de43db363ff487d6
Apollo Hospitals launches centre of excellence to boost critical care,news-article,https://www.business-standard.com/article/health/apollo-hospitals-launches-centre-of-excellence-to-boost-critical-care-121100601019_1.html,Apollo Hospitals said the Covid-19 pandemic highlighted the challenges faced by the country with regard to infrastructure to provide critical care to patients.,2021-10-06 19:59:00.000,https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2021-08/16/full/1629126514-0443.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}",[{'sid': 'APLH'}],615db9bd07495e54d2f3b0bb
Apollo Hospitals launches centre of excellence to boost critical care across India,news-article,https://economictimes.indiatimes.com/industry/healthcare/biotech/healthcare/apollo-hospitals-launches-centre-of-excellence-to-boost-critical-care-across-india/articleshow/86812907.cms,"Critical care deals with critically-ill patients who require intensive care for various medical conditions that are immediately life-threatening but reversible. And, with the intent to cater to such patients, the Apollo Centre of Excellence in Critical Care (ACECC) was launched on Wednesday in Hyder…",2021-10-06 19:15:00.000,"https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-86812933,width-1070,height-580,imgsize-1258591,overlay-economictimes/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}",[{'sid': 'APLH'}],615db45607495e54d2f3b08a
Apollo Hospitals launches centre of excellence in critical care,news-article,https://www.thehindubusinessline.com/companies/apollo-hospitals-launches-centre-of-excellence-in-critical-care/article36858563.ece,To harness digital technology to create a network of eICUs providing ‘world-class’ critical care in India and abroad,2021-10-06 17:54:25.000,https://www.thehindubusinessline.com/companies/soe8ob/article35729189.ece/ALTERNATES/LANDSCAPE_615/bl05PrathapCReddy2jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}",[{'sid': 'APLH'}],615d9e6d07495e54d2f3afba
"28-year-old doctor undergoes robotic surgery for Colorectal Cancer at Apollo Hospitals, goes on to win Gold Medal",news-article,https://www.freepressjournal.in/corporate-gallery/28-year-old-doctor-undergoes-robotic-surgery-for-colorectal-cancer-at-apollo-hospitals-goes-on-to-win-gold-medal,"28-year-old doctor undergoes robotic surgery for Colorectal Cancer at Apollo Hospitals, goes on to win Gold Medal",2021-10-01 17:32:16.000,https://pocket-image-cache.com/direct?url=http://images.assettype.com/freepressjournal/2021-10/3c3ac4b1-9b50-4bf1-bf26-0c4e15227ed4/Apollo_Hospital.jpg?rect=0%2C0%2C3900%2C2048&w=1200&auto=format%2Ccompress&ogImage=true,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thefreepressjournal.png', 'id': 'www.freepressjournal.in', 'name': 'Free Press Journal'}",[{'sid': 'APLH'}],6156fab90a761b59c6ba1967
Supreme Court adjourns Jayalalithaa death inquiry case,news-article,https://www.thehindu.com/news/national/supreme-court-adjourns-jayalalithaa-death-inquiry-case/article36756716.ece,Inquiry Commission’s proceedings were stayed due to Apollo Hospitals’ plea that its functioning was ‘replete with bias’,2021-09-30 18:59:15.000,https://www.thehindu.com/news/national/ru45jh/article36756715.ece/ALTERNATES/LANDSCAPE_615/261594202116522505AMMAMUSEUMKVSJPG,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindu.png', 'id': 'www.thehindu.com', 'name': 'The Hindu'}",[{'sid': 'APLH'}],6155bee80a761b59c6ba106e
Apollo Hospitals launch AI tool to predict cardiovascular disease risk,news-article,https://www.thehindu.com/news/national/telangana/apollo-hospitals-launch-ai-tool-to-predict-cardiovascular-disease-risk/article36723412.ece,"Apart from physicians at the corporate hospitals group, physicians at government and private hospitals can access the AI-powered tool",2021-09-28 22:19:41.000,https://www.thehindu.com/static/theme/default/base/img/og-image.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindu.png', 'id': 'www.thehindu.com', 'name': 'The Hindu'}",[{'sid': 'APLH'}],61534d1ca1799b3e3b95514e
Apollo Hospitals launches heart disease risk prediction tool; doctors await peer review details,news-article,https://www.financialexpress.com/lifestyle/health/apollo-hospitals-launches-heart-disease-risk-prediction-tool-doctors-await-peer-review-details/2339715/,"The tool has also been validated using data from the Maastricht Study, a long-term cohort health study in the Maastricht region and from the Heart+Vascular Center at Maastricht University Medical Center, Netherlands.",2021-09-28 19:30:20.000,https://pocket-image-cache.com/direct?url=http://images.financialexpress.com/2021/09/heart-diesease.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/financialexpress.png', 'id': 'www.financialexpress.com', 'name': 'Financial Express'}",[{'sid': 'APLH'}],615318eca1799b3e3b954f97
Apollo Hospitals Enterprise Ltd Slips 4.49%,news-article,https://www.business-standard.com/article/news-cm/apollo-hospitals-enterprise-ltd-slips-4-49-121092700203_1.html,Apollo Hospitals Enterprise Ltd has lost 5.15% over last one month compared to 0.48% gain in S&P BSE Healthcare index and 7.54% rise in the SENSEX,2021-09-27 10:04:05.000,https://assets.tickertape.in/images/news-publishers/businessstandard.png,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}","[{'sid': 'APLH'}, {'sid': 'BSEL'}]",61514f3ea1799b3e3b95412d
Apollo Hospitals to scale up electronic ICUs,news-article,https://www.thehindubusinessline.com/news/apollo-hospitals-to-scale-up-electronic-icus/article36657466.ece,The healthcare group introduced eICUs in 2014 under a hub-and-spoke model from its Chennai and Hyderabad hospitals,2021-09-24 21:52:12.000,https://www.thehindubusinessline.com/news/vinexe/article36657465.ece/ALTERNATES/LANDSCAPE_615/BL25StatesPreethaReddy,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}",[{'sid': 'APLH'}],614dfdf4cad1076341a5c2da
Apollo Hospitals Enterprise Ltd leads losers in ‘A’ group,news-article,https://www.business-standard.com/article/news-cm/apollo-hospitals-enterprise-ltd-leads-losers-in-a-group-121092400671_1.html,"Narayana Hrudayalaya Ltd, Bharat Bijlee Ltd, Lemon Tree Hotels Ltd and GFL Ltd are among the other losers in the BSE’s ‘A’ group today, 24 September 2021.",2021-09-24 15:04:49.000,https://assets.tickertape.in/images/news-publishers/businessstandard.png,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}","[{'sid': 'APLH'}, {'sid': 'BBJL'}, {'sid': 'BSEL'}, {'sid': 'LEMO'}, {'sid': 'NARY'}]",614da10bcad1076341a5bfba
"Jayalalithaa’s death: 4 more witnesses to be examined, will complete work and place report in Assembly, panel tells SC",news-article,https://www.thehindu.com/news/national/jayalalithaas-death-4-more-witnesses-to-be-examined-will-complete-work-and-place-report-in-assembly-panel-tells-sc/article36491328.ece,The proceedings before the Commission were stayed by the Supreme Court in April 2019 after a plea by Apollo Hospitals in Chennai that the panel’s functioning was ‘replete with bias’.,2021-09-16 14:19:19.000,https://www.thehindu.com/news/national/nocfce/article36491327.ece/ALTERNATES/LANDSCAPE_615/ArumughaswamyCommission,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindu.png', 'id': 'www.thehindu.com', 'name': 'The Hindu'}",[{'sid': 'APLH'}],61430a897d977f71c67a1173
Apollo Hospitals sees investor confidence driven by growth opportunities,news-article,https://www.livemint.com/market/mark-to-market/apollo-hospitals-see-investor-confidence-driven-by-growth-opportunities-11631253385531.html,"Eyeing growth in the digital space, it has already separated the front-end pharmacy business and Apollo 24/7 into a separate subsidiary - Apollo HealthCo Ltd. The entry of fresh investors in this business will not only help growth but also drive value unlocking",2021-09-10 12:03:49.000,https://pocket-image-cache.com/direct?url=http://images.livemint.com/img/2021/09/10/600x338/apollo_1594043446600_1594043458522_1631255542658.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/livemint.png', 'id': 'www.livemint.com', 'name': 'Livemint'}",[{'sid': 'APLH'}],613afd7e7d3fd0ad6cffb3e0
Apollo hospitals donates ₹1 cr. to CMRF and ₹1 cr. to ‘Connect to Andhra’,news-article,https://www.thehindu.com/news/national/andhra-pradesh/apollo-hospitals-donates-1-cr-to-cmrf-and-1-cr-to-connect-to-andhra/article36391407.ece,Apollo Hospitals Group has donated ₹1 crore to the Chief Minister’s Relief Fund (CMRF) and ₹1 crore to ‘Connect to Andhra’ as part of its Corporate Social Responsibility (CSR) activity.Apollo Hospital,2021-09-09 23:37:09.000,https://www.thehindu.com/news/national/andhra-pradesh/wrm26k/article36391406.ece/ALTERNATES/LANDSCAPE_615/10vjapollo,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindu.png', 'id': 'www.thehindu.com', 'name': 'The Hindu'}",[{'sid': 'APLH'}],613a55a17d3fd0ad6cffb20d
"Small & Midcap Mantra | Multi-bagger Returns So Far In 2021. Yet, Apollo Hospitals Doesn’t Want To Relax",news-article,https://www.moneycontrol.com/news/business/markets/small-midcap-mantra-multi-bagger-returns-so-far-in-2021-yet-apollo-hospitals-doesnt-want-to-relax-7436421.html,"The stock has gained 107 percent year-to-date in 2021 against the BSE Sensex and Midcap indices that gained 22 percent and 36 percent, respectively. It can still give 10% more in near term. Strong operational performance by the company in the last few quarters, government focus on health infrastruct…",2021-09-07 11:57:23.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2019/06/RTR2HXLM-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'APLH'}, {'sid': 'BSEL'}]",61370c63515f83a46bca0873
Apollo Hospitals handles over 100 robotic cardiac surgeries,news-article,https://www.thehindubusinessline.com/news/apollo-hospitals-handles-over-100-robotic-cardiac-surgeries/article36315911.ece,Conducts Robotic Complex Mitral Valve repair in 70 minutes,2021-09-06 17:43:32.000,https://www.thehindubusinessline.com/news/olb926/article36315910.ece/ALTERNATES/LANDSCAPE_615/heart,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}",[{'sid': 'APLH'}],6135d1ff1a0db0a254185551
"Trade Spotlight: What Should Investors Do With Asian Paints, Apollo Hospitals & Bajaj Finance?",news-article,https://www.moneycontrol.com/news/business/markets/trade-spotlight-what-should-investors-do-with-asian-paints-apollo-hospitals-bajaj-finance-7410911.html,Bajaj Finance and Apollo Hospitals rose more than 5 percent and Asian Paints 3 percent to hit a fresh 52-week high on August 31,2021-09-01 07:25:41.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2020/11/Buy_2-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'APLH'}, {'sid': 'ASPN'}, {'sid': 'BJFN'}]",612eeaea7c0ea5f711cda7e0
"Nifty Healthcare advances; Apollo Hospitals, Ipca Labs emerge top gainers",news-article,https://www.indiainfoline.com/article/news-top-story/nifty-healthcare-advances-apollo-hospitals-ipca-labs-emerge-top-gainers-121083100512_1.html,"Fortis and Laurus Labs were also in the fast lane. On the flip side Biocon, Pfizer, and Alkem Lab were struggling.",2021-08-31 17:45:00.000,https://pocket-image-cache.com/direct?url=http://content.indiainfoline.com/_media/iifl/img/misc/2015-07/01/full/stock-market-bull-1435733623-5342300.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/iifl.png', 'id': 'www.indiainfoline.com', 'name': 'India Infoline'}","[{'sid': 'APLH'}, {'sid': 'BION'}, {'sid': 'IDTI'}, {'sid': 'IPCA'}, {'sid': 'LAUL'}, {'sid': 'MIRA'}, {'sid': 'PFIZ'}, {'sid': '.NSEI'}]",612dd5e0081a5709870c0098
"Two doses of Covid-19 vaccine done, now eager for a third",news-article,https://economictimes.indiatimes.com/news/india/two-doses-of-covid-19-vaccine-done-now-eager-for-a-third/articleshow/85718902.cms,"“There are a lot more enquiries coming about the booster dose. Weve come across high net worth individuals (HNIs) who have taken Covishield and now want to take Covaxin, and vice-versa, since mRNA vaccines are not available here,” says Sangita Reddy, joint managing director, Apollo Hospitals Group.",2021-08-28 22:24:00.000,"https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-85720673,width-1070,height-580,imgsize-30278,overlay-economictimes/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}",[{'sid': 'APLH'}],612a747e278177ae9d8de1dc
Apollo Hospitals Foundation Billion Hearts Beating Initiative extends support to 151 free old age homes,news-article,https://www.business-standard.com/content/press-releases-ani/apollo-hospitals-foundation-billion-hearts-beating-initiative-extends-support-to-151-free-old-age-homes-121082300883_1.html,"Mumbai (Maharashtra) [India], August 23 (ANI/BusinessWire India): The Billion Hearts Beating Initiative was founded by Dr Pratap C Reddy, Chairman, Apollo Hospitals in 2010. The main objective of this initiative is to heal people in need with",2021-08-23 05:30:00.000,https://pocket-image-cache.com/direct?url=http://bsmedia.business-standard.com/_media/bs/img/article/2021-08/23/full/20210823155246.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}",[{'sid': 'APLH'}],6123a9790be40b71e10bf2fc
Apollo Hospitals rating – Buy: A strong operational show by firm,news-article,https://www.financialexpress.com/market/apollo-hospitals-rating-buy-a-strong-operational-show-by-firm/2314668/,"FY22e EPS up 28% due to pandemic tailwind; TP raised to Rs 4,746; ‘Buy’ maintained",2021-08-20 23:38:33.000,https://pocket-image-cache.com/direct?url=http://images.financialexpress.com/2021/08/1-447.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/financialexpress.png', 'id': 'www.financialexpress.com', 'name': 'Financial Express'}",[{'sid': 'APLH'}],612009850a9530f8c36d1444
Apollo Hospitals offers 5 lakh Covaxin doses to government,news-article,https://www.thehindubusinessline.com/news/national/apollo-hospitals-offers-5-lakh-covaxin-doses-to-government/article36022939.ece,Apollo Hospitals’ offer comes at a time when vaccination at private hospitals is receiving a lukewarm response,2021-08-20 22:10:21.000,https://www.thehindubusinessline.com/news/national/z8wpln/article36022938.ece/ALTERNATES/LANDSCAPE_615/BL21Statesapolloreddy20jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/thehindubusinessline.png', 'id': 'www.thehindubusinessline.com', 'name': 'The Hindu Businessline'}",[{'sid': 'APLH'}],611fd94d0a9530f8c36d1326
LIC bought shares of these companies in April-June quarter; stocks trade with losses this quarter,news-article,https://www.financialexpress.com/market/lic-bought-shares-of-these-companies-in-april-june-quarter-stocks-trade-with-losses-this-quarter/2313899/,"LIC’s largest investments during the previous quarter include Dr Reddy’s Laboratories, Adani Enterprises, Tech Mahindra, Union Bank, Apollo Hospitals, Tata Consumer Products, and Lupin.",2021-08-19 17:03:15.000,https://pocket-image-cache.com/direct?url=http://images.financialexpress.com/2021/08/StocksSensexREU-8.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/financialexpress.png', 'id': 'www.financialexpress.com', 'name': 'Financial Express'}","[{'sid': 'ADEL'}, {'sid': 'APLH'}, {'sid': 'REDY'}, {'sid': 'LUPN'}, {'sid': 'TACN'}, {'sid': 'TEML'}]",611e4784f6c6e22c1480de2e
Apollo Hospitals’ Q1 enough to keep its investors hooked,news-article,https://www.livemint.com/market/mark-to-market/apollo-hospitals-remains-in-favour-with-growth-triggers-ahead-11629265052289.html,New hospitals reported a significant jump in occupancy to 73% compared to 60% in the previous quarter,2021-08-18 23:34:48.000,https://pocket-image-cache.com/direct?url=http://images.livemint.com/img/2021/08/18/600x338/apollo_1594043446600_1594043458522_1629265146896.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/livemint.png', 'id': 'www.livemint.com', 'name': 'Livemint'}",[{'sid': 'APLH'}],611ca3dd1e731234f0ed1f25
Apollo Hospitals corrects on profit booking,news-article,https://www.business-standard.com/article/news-cm/apollo-hospitals-corrects-on-profit-booking-121081800460_1.html,Apollo Hospitals Enterprise fell 2.63% to Rs 4791.10 amid profit booking after a recent rally.,2021-08-18 11:40:00.000,https://assets.tickertape.in/images/news-publishers/businessstandard.png,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}",[{'sid': 'APLH'}],611caf391e731234f0ed1f9b
"Trade Spotlight: What Should Investors Do With Tata Elxsi, Apollo Hospitals & Hikal?",news-article,https://www.moneycontrol.com/news/business/markets/trade-spotlight-what-should-investors-do-with-tata-elxsi-apollo-hospitals-hikal-7351211.html,"Tata Elxsi rose more than 7 percent, Apollo Hospitals 13 percent and Hikal over 2 percent on August 17 to hit a 52-week high as benchmarks indices scaled new peaks",2021-08-18 08:27:21.000,https://pocket-image-cache.com/direct?url=http://images.moneycontrol.com/static-mcnews/2020/11/Buy_2-770x433.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/moneycontrol.png', 'id': 'www.moneycontrol.com', 'name': 'Moneycontrol'}","[{'sid': 'APLH'}, {'sid': 'HIKA'}, {'sid': 'TTEX'}]",611c7d1a1e731234f0ed1de1
"Apollo Hospitals to gain from rising non-Covid business, traction in pharmacy",news-article,https://economictimes.indiatimes.com/industry/healthcare/biotech/pharmaceuticals/apollo-hospitals-to-gain-from-rising-non-covid-business-traction-in-pharmacy/articleshow/85419551.cms,Analysts expect the company to deliver 26 per cent revenue growth and a 55 per cent EBITDA (earnings before interest depreciation tax and amortization) growth and value unlocking of some of its businesses at some point.,2021-08-17 21:14:00.000,"https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-85404110,width-1070,height-580/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}",[{'sid': 'APLH'}],61bc7749add8c3bfe7fe13ec
Apollo Hospitals share price jumps for second day straight,news-article,https://www.hindustantimes.com/business/apollo-hospitals-share-price-jumps-for-second-day-straight-101629186819814.html,"Apollo Hospitals consolidated revenues for the June 2021 quarter stood at ₹3,760 crore as compared with ₹2,171 crore in the Q1 of the previous fiscal",2021-08-17 13:30:00.000,https://pocket-image-cache.com/direct?url=http://images.hindustantimes.com/img/2021/08/17/1600x900/AFP_9DT7MV_1629187086811_1629187110276.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/hindustantimes.png', 'id': 'www.hindustantimes.com', 'name': 'Hindustan Times'}",[{'sid': 'APLH'}],611b70ad4ec0de54fdba4892
Apollo Hospitals Enterprise Ltd leads gainers in ‘A’ group,news-article,https://www.business-standard.com/article/news-cm/apollo-hospitals-enterprise-ltd-leads-gainers-in-a-group-121081700510_1.html,"Aster DM Healthcare Ltd, ABB Power Products and Systems India Ltd, CRISIL Ltd and Tata Elxsi Ltd are among the other gainers in the BSE’s ‘A’ group today, 17 August 2021.",2021-08-17 13:04:05.000,https://assets.tickertape.in/images/news-publishers/businessstandard.png,"{'logo': 'https://assets.tickertape.in/images/news-publishers/businessstandard.png', 'id': 'www.business-standard.com', 'name': 'Business Standard'}","[{'sid': 'APLH'}, {'sid': 'ATRD'}, {'sid': 'BSEL'}, {'sid': 'CRSL'}, {'sid': 'ABBW'}, {'sid': 'TTEX'}]",611b6bc24ec0de54fdba4869
"Apollo Hospitals shares surge for second straight day, hit new high",news-article,https://www.livemint.com/market/stock-market-news/apollo-hospitals-shares-surge-for-second-straight-day-hit-new-high-11629176640658.html,"Apollo Hospitals Q1 net profit came at ₹489 crore, consolidated revenues stood at ₹3,760 crore",2021-08-17 11:18:28.000,https://pocket-image-cache.com/direct?url=http://images.livemint.com/img/2021/08/17/600x338/mf_1613576439045_1629178966221.jpg,"{'logo': 'https://assets.tickertape.in/images/news-publishers/livemint.png', 'id': 'www.livemint.com', 'name': 'Livemint'}",[{'sid': 'APLH'}],611b524d4ec0de54fdba4757
Apollo Hospitals using digital to move closer to consumers: Suneeta Reddy,news-article,https://economictimes.indiatimes.com/markets/expert-view/apollo-hospitals-using-digital-to-move-closer-to-consumers-suneeta-reddy/articleshow/85393376.cms,"“I think our performance has clearly shown that Apollo has the ability, the agility to handle both Covid and non-Covid situations. This quarter, we successfully separated the non-Covid cases and handled them with excellent clinical outcomes. Moving into the second quarter, we believe we will be able…",2021-08-17 11:12:00.000,"https://pocket-image-cache.com/direct?url=http://img.etimg.com/thumb/msid-85392589,width-1070,height-580,imgsize-137664,overlay-etmarkets/photo.jpg","{'logo': 'https://assets.tickertape.in/images/news-publishers/economictimes.png', 'id': 'economictimes.indiatimes.com', 'name': 'Economic Times'}",[{'sid': 'APLH'}],611b5ffc4ec0de54fdba47d6
